0     1     0     9.906090e-01 
0     1     1     -6.902116e-04 
0     1     2     1.966837e-05 
0     2     0     1.086454e+00 
0     2     1     -3.070452e-03 
0     2     2     2.108229e-05 
0     3     0     1.062420e+00 
0     3     1     -1.489401e-03 
0     3     2     7.812058e-06 
0     4     0     1.361449e+00 
0     4     1     -4.281116e-03 
0     4     2     1.233964e-05 
0     5     0     2.108225e+00 
0     5     1     -9.096658e-03 
0     5     2     1.851181e-05 
0     6     0     1.752860e+00 
0     6     1     -5.268452e-03 
0     6     2     9.112244e-06 
1     1     0     8.381165e+06 
1     1     1     -1.011123e+06 
1     1     2     3.041583e+04 
1     1     3     1.000449e+00 
1     2     0     5.314000e+06 
1     2     1     -6.422803e+05 
1     2     2     1.932680e+04 
1     2     3     1.000552e+00 
1     3     0     -3.302507e+06 
1     3     1     4.429343e+05 
1     3     2     -1.493293e+04 
1     3     3     1.002680e+00 
1     4     0     4.953288e+06 
1     4     1     -5.835382e+05 
1     4     2     1.698690e+04 
1     4     3     1.001332e+00 
1     5     0     2.579356e+06 
1     5     1     -2.907765e+05 
1     5     2     7.943570e+03 
1     5     3     1.001698e+00 
1     6     0     2.754754e+06 
1     6     1     -2.908642e+05 
1     6     2     7.263342e+03 
1     6     3     1.002247e+00 
